

33,0.014,0.028,0.0,0.0,0.0
34,0.0060,0.0,0.0,0.0,0.0
35,0.0060,0.0,0.0,0.0,0.0
36,0.018,0.044,0.0,0.0,0.0
37,0.03,0.0,0.0,0.0,0.0
38,0.0,0.0,0.0,0.0,0.0
39,0.0,0.0,0.0,0.0,0.0
40,0.0020,0.0,0.0,0.0,0.0
41,0.02,0.0,0.0,0.0,0.0



0,0.0020,0.022,0.102,0.248,0.598
1,0.0,0.0,0.0,0.034,0.026
2,0.0,0.0,0.0,0.022,0.0
3,0.0,0.0080,0.028,0.044,0.0
4,0.0020,0.01,0.028,0.05,0.046
5,0.0,0.0080,0.03,0.036,0.0
6,0.0,0.012,0.022,0.042,0.038
7,0.0,0.01,0.03,0.034,0.042
8,0.0020,0.014,0.046,0.04,0.0
9,0.0060,0.018,0.042,0.032,0.25
10,0.0080,0.036,0.042,0.042,0.0
11,0.0080,0.032,0.056,0.04,0.0
12,0.018,0.044,0.078,0.036,0.0
13,0.014,0.046,0.064,0.026,0.0
14,0.018,0.042,0.056,0.036,0.0
15,0.014,0.062,0.046,0.04,0.0
16,0.026,0.056,0.042,0.0,0.0
17,0.034,0.048,0.032,0.02,0.0
18,0.046,0.03,0.034,0.178,0.0
19,0.078,0.042,0.01,0.0,0.0
20,0.07,0.048,0.026,0.0,0.0
21,0.05,0.034,0.026,0.0,0.0
22,0.046,0.048,0.16,0.0,0.0
23,0.044,0.04,0.0,0.0,0.0
24,0.056,0.042,0.0,0.0,0.0
25,0.056,0.034,0.0,0.0,0.0
26,0.046,0.058,0.0,0.0,0.0
27,0.056,0.0,0.0,0.0,0.0
28,0.044,0.018,0.0,0.0,0.0
29,0.048,0.016,0.0,0.0,0.0
30,0.026,0.04,0.0,0.0,0.0
31,0.022,0.0,0.0,0.0,0.0
32,0.012,0.0,0.0,0.0,0.0
33,0.022,0.038,0.0,0.0,0.0
34,0.034,0.0,0.0,0.0,0.0
35,0.014,0.0,0.0,0.0,0.0
36,0.018,0.044,0.0,0.0,0.0
37,0.042,0.0,0.0,0.0,0.0
38,0.0,0.0,0.0,0.0,0.0
39,0.0,0.0,0.0,0.0,0.0
40,0.0060,0.0,0.0,0.0,0.0
41,0.012,0.0,0.0,0.0,0.0

